YEAR,ROUND,REGION,T1ID,T1SEED,T1SCORE,T1NAME,T1PTS,T1REB,T1AST,T1STL,T1BLK,T1TO,T1FG%,T1FT%,T13P%,T1W,T1L,T1HW,T1HL,T1AW,T1AL,T1BPI,T1SOS,T1SOR,T1REC,T1HREC,T1AREC,T2ID,T2SEED,T2SCORE,T2NAME,T2PTS,T2REB,T2AST,T2STL,T2BLK,T2TO,T2FG%,T2FT%,T23P%,T2W,T2L,T2HW,T2HL,T2AW,T2AL,T2BPI,T2SOS,T2SOR,T2REC,T2HREC,T2AREC,SEEDDIFF,BPIDIFF,SOSDIFF,SORDIFF,WINNER
2011,1.0,2.0,150,1,87,Duke Blue Devils,81.1,38.3,14.4,7.5,4.4,12.2,46.9,75.0,37.5,32,5,17,0,6,4,3,26,4,0.865,1.0,0.6,2261,16,45,Hampton Pirates,67.3,35.7,12.0,7.5,5.8,12.3,40.7,65.0,32.5,24,9,8,3,8,5,226,342,142,0.727,0.727,0.615,-15,-223,-316,-138,0
2011,1.0,2.0,21,2,68,San Diego State Aztecs,72.2,37.4,13.6,6.2,4.6,11.1,46.7,69.8,34.4,34,3,14,1,11,1,9,69,5,0.919,0.933,0.917,2458,15,50,Northern Colorado Bears,72.2,36.0,11.8,6.2,2.0,14.4,43.1,77.2,38.7,21,11,14,0,6,9,130,208,121,0.656,1.0,0.4,-13,-121,-139,-116,0
2011,1.0,2.0,41,3,81,UConn Huskies,73.4,39.6,13.1,6.6,5.6,11.7,43.3,75.5,33.2,32,9,13,4,5,5,25,1,3,0.78,0.765,0.5,2083,14,52,Bucknell Bison,70.8,34.1,14.7,4.8,3.2,11.4,45.0,78.6,40.2,25,9,14,1,10,6,111,224,87,0.735,0.933,0.625,-11,-86,-223,-84,0
2011,1.0,2.0,251,4,85,Texas Longhorns,74.9,40.5,13.5,5.8,4.9,11.8,45.4,64.5,37.7,28,8,16,2,7,3,7,34,14,0.778,0.889,0.7,2473,13,81,Oakland Golden Grizzlies,85.6,39.0,16.4,6.1,5.7,13.7,49.4,72.0,37.9,25,10,10,2,10,7,69,96,55,0.714,0.833,0.588,-9,-62,-62,-41,0
2011,1.0,2.0,12,5,77,Arizona Wildcats,76.5,34.6,14.1,5.0,2.6,12.9,47.1,74.7,39.9,30,8,17,0,7,4,19,55,16,0.789,1.0,0.636,235,12,75,Memphis Tigers,72.0,35.7,14.6,8.5,5.4,15.3,45.0,67.9,32.7,25,10,17,2,3,6,76,92,52,0.714,0.895,0.333,-7,-57,-37,-36,0
2011,1.0,2.0,2132,6,78,Cincinnati Bearcats,69.0,35.6,14.3,7.6,3.8,11.6,43.6,66.6,33.9,26,9,16,3,7,4,31,52,20,0.743,0.842,0.636,142,11,63,Missouri Tigers,81.4,35.3,16.5,9.8,5.1,12.8,46.1,73.9,36.8,23,11,17,1,2,7,27,54,41,0.676,0.944,0.222,-5,4,-2,-21,0
2011,1.0,2.0,218,7,66,Temple Owls,70.9,36.1,15.3,6.9,4.7,10.8,44.8,69.4,35.4,26,8,14,0,8,4,33,72,24,0.765,1.0,0.667,213,10,64,Penn State Nittany Lions,63.0,31.6,12.2,4.5,2.5,10.6,43.7,72.5,33.6,19,15,13,5,3,8,62,2,36,0.559,0.722,0.273,-3,-29,70,-12,0
2011,1.0,2.0,130,8,75,Michigan Wolverines,66.1,32.0,13.5,4.7,2.0,10.1,44.4,69.6,35.3,21,14,14,5,5,5,49,7,29,0.6,0.737,0.5,2633,9,45,Tennessee Volunteers,70.6,38.0,13.1,7.5,3.7,13.2,43.3,68.3,30.4,19,15,10,8,5,5,50,14,51,0.559,0.556,0.5,-1,-1,-7,-22,0
2011,1.0,3.0,2305,1,72,Kansas Jayhawks,82.4,38.6,17.9,7.9,4.1,13.5,51.4,68.1,38.7,35,3,17,1,9,1,2,47,2,0.921,0.944,0.9,104,16,53,Boston University Terriers,65.2,36.0,9.9,5.4,3.7,11.9,40.3,73.1,35.5,21,14,12,2,4,10,159,232,162,0.6,0.857,0.286,-15,-157,-185,-160,0
2011,1.0,3.0,87,2,69,Notre Dame Fighting Irish,76.0,36.9,16.7,4.6,3.7,10.7,46.6,72.5,39.2,27,7,17,0,5,4,14,20,8,0.794,1.0,0.556,2006,15,56,Akron Zips,70.5,34.5,14.6,6.7,3.6,12.1,43.3,70.6,36.1,23,13,14,2,4,9,116,211,124,0.639,0.875,0.308,-13,-102,-191,-116,0
2011,1.0,3.0,2509,3,65,Purdue Boilermakers,72.7,35.2,15.8,6.3,4.1,10.3,44.8,71.2,36.7,26,8,16,0,7,5,6,16,11,0.765,1.0,0.583,2612,14,43,Saint Peter's Peacocks,61.4,35.8,11.3,7.7,4.6,15.1,40.4,64.3,34.8,20,14,8,3,8,8,134,129,118,0.588,0.727,0.5,-11,-128,-113,-107,0
2011,1.0,3.0,97,4,61,Louisville Cardinals,75.4,36.6,17.5,9.2,4.9,13.0,45.2,66.9,36.1,25,10,19,2,4,6,15,25,17,0.714,0.905,0.4,2413,13,62,Morehead State Eagles,69.8,37.5,12.3,8.6,3.2,15.1,45.9,67.5,34.0,25,10,14,1,8,8,86,157,79,0.714,0.933,0.5,-9,-71,-132,-62,1
2011,1.0,3.0,238,5,66,Vanderbilt Commodores,76.2,36.9,13.4,5.3,4.8,13.2,45.7,74.7,37.0,23,11,14,3,5,5,20,35,31,0.676,0.824,0.5,257,12,69,Richmond Spiders,70.2,33.2,15.0,6.1,4.1,10.7,46.3,69.1,40.0,29,8,12,3,10,3,40,87,23,0.784,0.8,0.769,-7,-20,-52,8,1
2011,1.0,3.0,46,6,56,Georgetown Hoyas,71.0,33.7,15.1,6.1,4.5,13.4,47.8,73.2,36.0,21,11,10,4,7,5,26,6,18,0.656,0.714,0.583,2670,11,74,VCU Rams,71.5,32.0,14.2,8.5,3.7,11.6,43.5,71.9,35.9,28,12,11,3,8,6,55,68,46,0.7,0.786,0.571,-5,-29,-62,-28,1
2011,1.0,3.0,245,7,50,Texas A&M Aggies,68.9,36.3,13.5,6.5,1.6,13.0,44.5,70.3,33.8,24,9,15,2,5,4,43,58,26,0.727,0.882,0.556,52,10,57,Florida State Seminoles,69.3,39.0,12.5,8.8,5.7,16.1,43.6,66.3,33.0,23,11,12,3,8,5,35,37,32,0.676,0.8,0.615,-3,8,21,-6,1
2011,1.0,3.0,2439,8,62,UNLV Rebels,71.9,35.2,15.5,8.1,3.8,12.7,46.1,69.0,33.1,24,9,12,4,9,3,23,59,27,0.727,0.75,0.75,356,9,73,Illinois Fighting Illini,71.3,34.8,16.6,5.6,4.6,12.7,46.8,72.9,38.7,20,14,14,2,3,7,21,3,28,0.588,0.875,0.3,-1,2,56,-1,1
2011,1.0,4.0,221,1,74,Pittsburgh Panthers,74.1,39.8,17.4,4.8,3.4,11.7,47.4,67.2,39.0,28,6,17,1,7,2,4,30,9,0.824,0.944,0.778,2427,16,51,UNC Asheville Bulldogs,74.2,36.0,14.6,9.3,4.5,15.0,45.5,70.6,33.3,20,14,10,5,8,8,142,175,156,0.588,0.667,0.5,-15,-138,-145,-147,0
2011,1.0,4.0,57,2,79,Florida Gators,71.5,37.5,13.7,5.9,3.5,12.4,46.2,66.7,35.6,29,8,14,3,8,2,11,29,12,0.784,0.824,0.8,2540,15,51,UC Santa Barbara Gauchos,68.4,32.6,14.5,7.3,4.2,14.2,45.6,75.5,37.5,18,14,9,4,5,8,144,180,151,0.562,0.692,0.385,-13,-133,-151,-139,0
2011,1.0,4.0,252,3,74,BYU Cougars,81.6,38.7,14.5,7.9,4.2,11.0,45.2,75.9,36.2,32,5,13,1,10,1,13,65,10,0.865,0.929,0.909,2747,14,66,Wofford Terriers,73.8,32.5,14.4,6.8,2.5,11.8,47.9,69.1,40.7,21,13,8,4,8,6,82,115,106,0.618,0.667,0.571,-11,-69,-50,-96,0
2011,1.0,4.0,275,4,72,Wisconsin Badgers,68.2,32.1,13.2,3.5,3.2,7.4,44.5,82.4,37.1,25,9,16,0,5,6,8,10,13,0.735,1.0,0.455,2057,13,58,Belmont Bruins,80.4,36.4,16.4,9.7,3.5,13.9,46.4,73.7,38.1,30,5,13,0,12,4,16,246,42,0.857,1.0,0.75,-9,-8,-236,-29,0
2011,1.0,4.0,2306,5,73,Kansas State Wildcats,73.1,38.0,14.2,6.3,4.8,15.0,43.8,64.7,37.5,23,11,16,2,5,5,32,21,21,0.676,0.889,0.5,328,12,68,Utah State Aggies,72.2,37.5,14.8,4.8,3.3,11.8,47.0,73.6,36.8,30,4,17,0,11,3,28,206,25,0.882,1.0,0.786,-7,4,-185,-4,0
2011,1.0,4.0,2599,6,71,St. John's Red Storm,70.1,32.8,12.8,8.0,2.8,12.4,45.5,71.1,33.0,21,12,12,3,5,7,53,11,22,0.636,0.8,0.417,2250,11,86,Gonzaga Bulldogs,76.7,37.4,15.3,7.4,3.8,13.5,47.9,75.9,36.6,25,10,14,2,6,4,39,89,49,0.714,0.875,0.6,-5,14,-78,-27,1
2011,1.0,4.0,26,7,78,UCLA Bruins,70.0,37.3,14.6,5.5,5.8,14.9,45.6,68.3,32.9,23,11,16,2,5,5,74,49,39,0.676,0.889,0.5,127,10,76,Michigan State Spartans,68.5,37.0,14.8,6.4,4.8,13.3,43.2,69.9,35.3,19,15,12,3,4,8,44,4,38,0.559,0.8,0.333,-3,30,45,1,0
2011,1.0,4.0,2086,8,60,Butler Bulldogs,72.8,34.9,12.5,6.0,1.6,11.1,44.6,73.0,36.1,28,10,12,2,6,6,41,67,30,0.737,0.857,0.5,295,9,58,Old Dominion Monarchs,65.8,40.2,14.5,6.8,4.4,12.4,44.1,66.4,32.9,27,7,14,2,7,4,46,100,33,0.794,0.875,0.636,-1,-5,-33,-3,0
2011,2.0,1.0,194,1,98,Ohio State Buckeyes,77.1,34.5,15.6,7.2,3.3,10.2,49.4,70.5,41.3,34,3,20,0,9,2,1,24,1,0.919,1.0,0.818,2244,8,66,George Mason Patriots,73.3,35.1,14.3,6.8,3.3,10.9,47.4,69.0,39.7,27,7,14,0,10,3,29,109,37,0.794,1.0,0.769,-7,-28,-85,-36,0
2011,2.0,1.0,153,2,86,North Carolina Tar Heels,76.7,42.5,15.3,6.1,5.3,13.5,44.9,66.3,33.3,29,8,15,0,7,3,10,12,6,0.784,1.0,0.7,264,7,83,Washington Huskies,83.5,39.3,17.2,6.7,5.3,12.4,47.1,66.7,37.1,24,11,14,2,5,6,17,57,40,0.686,0.875,0.455,-5,-7,-45,-34,0
2011,2.0,1.0,183,3,62,Syracuse Orange,73.6,37.8,16.3,8.8,6.8,12.1,46.9,65.9,35.2,27,8,16,3,6,3,12,27,15,0.771,0.842,0.667,269,11,66,Marquette Golden Eagles,76.1,36.2,15.8,7.2,3.6,12.0,46.8,69.1,35.2,22,15,14,4,4,7,30,8,35,0.595,0.778,0.364,-8,-18,19,-20,1
2011,2.0,1.0,96,4,71,Kentucky Wildcats,76.4,38.1,12.7,5.5,6.3,10.7,46.0,71.8,39.7,29,9,15,0,4,7,5,9,7,0.763,1.0,0.364,277,5,63,West Virginia Mountaineers,69.5,37.4,15.1,4.6,4.3,12.1,42.7,70.6,33.5,21,12,13,2,5,6,18,5,19,0.636,0.867,0.455,-1,-13,4,-12,0
2011,2.0,2.0,150,1,73,Duke Blue Devils,81.1,38.3,14.4,7.5,4.4,12.2,46.9,75.0,37.5,32,5,17,0,6,4,3,26,4,0.865,1.0,0.6,130,8,71,Michigan Wolverines,66.1,32.0,13.5,4.7,2.0,10.1,44.4,69.6,35.3,21,14,14,5,5,5,49,7,29,0.6,0.737,0.5,-7,-46,19,-25,0
2011,2.0,2.0,21,2,71,San Diego State Aztecs,72.2,37.4,13.6,6.2,4.6,11.1,46.7,69.8,34.4,34,3,14,1,11,1,9,69,5,0.919,0.933,0.917,218,7,64,Temple Owls,70.9,36.1,15.3,6.9,4.7,10.8,44.8,69.4,35.4,26,8,14,0,8,4,33,72,24,0.765,1.0,0.667,-5,-24,-3,-19,0
2011,2.0,2.0,41,3,69,UConn Huskies,73.4,39.6,13.1,6.6,5.6,11.7,43.3,75.5,33.2,32,9,13,4,5,5,25,1,3,0.78,0.765,0.5,2132,6,58,Cincinnati Bearcats,69.0,35.6,14.3,7.6,3.8,11.6,43.6,66.6,33.9,26,9,16,3,7,4,31,52,20,0.743,0.842,0.636,-3,-6,-51,-17,0
2011,2.0,2.0,251,4,69,Texas Longhorns,74.9,40.5,13.5,5.8,4.9,11.8,45.4,64.5,37.7,28,8,16,2,7,3,7,34,14,0.778,0.889,0.7,12,5,70,Arizona Wildcats,76.5,34.6,14.1,5.0,2.6,12.9,47.1,74.7,39.9,30,8,17,0,7,4,19,55,16,0.789,1.0,0.636,-1,-12,-21,-2,1
2011,2.0,3.0,2305,1,73,Kansas Jayhawks,82.4,38.6,17.9,7.9,4.1,13.5,51.4,68.1,38.7,35,3,17,1,9,1,2,47,2,0.921,0.944,0.9,356,9,59,Illinois Fighting Illini,71.3,34.8,16.6,5.6,4.6,12.7,46.8,72.9,38.7,20,14,14,2,3,7,21,3,28,0.588,0.875,0.3,-8,-19,44,-26,0
2011,2.0,3.0,87,2,57,Notre Dame Fighting Irish,76.0,36.9,16.7,4.6,3.7,10.7,46.6,72.5,39.2,27,7,17,0,5,4,14,20,8,0.794,1.0,0.556,52,10,71,Florida State Seminoles,69.3,39.0,12.5,8.8,5.7,16.1,43.6,66.3,33.0,23,11,12,3,8,5,35,37,32,0.676,0.8,0.615,-8,-21,-17,-24,1
2011,2.0,3.0,2509,3,76,Purdue Boilermakers,72.7,35.2,15.8,6.3,4.1,10.3,44.8,71.2,36.7,26,8,16,0,7,5,6,16,11,0.765,1.0,0.583,2670,11,94,VCU Rams,71.5,32.0,14.2,8.5,3.7,11.6,43.5,71.9,35.9,28,12,11,3,8,6,55,68,46,0.7,0.786,0.571,-8,-49,-52,-35,1
2011,2.0,3.0,2413,13,48,Morehead State Eagles,69.8,37.5,12.3,8.6,3.2,15.1,45.9,67.5,34.0,25,10,14,1,8,8,86,157,79,0.714,0.933,0.5,257,12,65,Richmond Spiders,70.2,33.2,15.0,6.1,4.1,10.7,46.3,69.1,40.0,29,8,12,3,10,3,40,87,23,0.784,0.8,0.769,1,46,70,56,1
2011,2.0,4.0,221,1,70,Pittsburgh Panthers,74.1,39.8,17.4,4.8,3.4,11.7,47.4,67.2,39.0,28,6,17,1,7,2,4,30,9,0.824,0.944,0.778,2086,8,71,Butler Bulldogs,72.8,34.9,12.5,6.0,1.6,11.1,44.6,73.0,36.1,28,10,12,2,6,6,41,67,30,0.737,0.857,0.5,-7,-37,-37,-21,1
2011,2.0,4.0,57,2,73,Florida Gators,71.5,37.5,13.7,5.9,3.5,12.4,46.2,66.7,35.6,29,8,14,3,8,2,11,29,12,0.784,0.824,0.8,26,7,65,UCLA Bruins,70.0,37.3,14.6,5.5,5.8,14.9,45.6,68.3,32.9,23,11,16,2,5,5,74,49,39,0.676,0.889,0.5,-5,-63,-20,-27,0
2011,2.0,4.0,252,3,89,BYU Cougars,81.6,38.7,14.5,7.9,4.2,11.0,45.2,75.9,36.2,32,5,13,1,10,1,13,65,10,0.865,0.929,0.909,2250,11,67,Gonzaga Bulldogs,76.7,37.4,15.3,7.4,3.8,13.5,47.9,75.9,36.6,25,10,14,2,6,4,39,89,49,0.714,0.875,0.6,-8,-26,-24,-39,0
2011,2.0,4.0,275,4,70,Wisconsin Badgers,68.2,32.1,13.2,3.5,3.2,7.4,44.5,82.4,37.1,25,9,16,0,5,6,8,10,13,0.735,1.0,0.455,2306,5,65,Kansas State Wildcats,73.1,38.0,14.2,6.3,4.8,15.0,43.8,64.7,37.5,23,11,16,2,5,5,32,21,21,0.676,0.889,0.5,-1,-24,-11,-8,0
2011,3.0,1.0,194,1,60,Ohio State Buckeyes,77.1,34.5,15.6,7.2,3.3,10.2,49.4,70.5,41.3,34,3,20,0,9,2,1,24,1,0.919,1.0,0.818,96,4,62,Kentucky Wildcats,76.4,38.1,12.7,5.5,6.3,10.7,46.0,71.8,39.7,29,9,15,0,4,7,5,9,7,0.763,1.0,0.364,-3,-4,15,-6,1
2011,3.0,1.0,153,2,81,North Carolina Tar Heels,76.7,42.5,15.3,6.1,5.3,13.5,44.9,66.3,33.3,29,8,15,0,7,3,10,12,6,0.784,1.0,0.7,269,11,63,Marquette Golden Eagles,76.1,36.2,15.8,7.2,3.6,12.0,46.8,69.1,35.2,22,15,14,4,4,7,30,8,35,0.595,0.778,0.364,-9,-20,4,-29,0
2011,3.0,2.0,150,1,77,Duke Blue Devils,81.1,38.3,14.4,7.5,4.4,12.2,46.9,75.0,37.5,32,5,17,0,6,4,3,26,4,0.865,1.0,0.6,12,5,93,Arizona Wildcats,76.5,34.6,14.1,5.0,2.6,12.9,47.1,74.7,39.9,30,8,17,0,7,4,19,55,16,0.789,1.0,0.636,-4,-16,-29,-12,1
2011,3.0,2.0,21,2,67,San Diego State Aztecs,72.2,37.4,13.6,6.2,4.6,11.1,46.7,69.8,34.4,34,3,14,1,11,1,9,69,5,0.919,0.933,0.917,41,3,74,UConn Huskies,73.4,39.6,13.1,6.6,5.6,11.7,43.3,75.5,33.2,32,9,13,4,5,5,25,1,3,0.78,0.765,0.5,-1,-16,68,2,1
2011,3.0,3.0,2305,1,77,Kansas Jayhawks,82.4,38.6,17.9,7.9,4.1,13.5,51.4,68.1,38.7,35,3,17,1,9,1,2,47,2,0.921,0.944,0.9,257,12,57,Richmond Spiders,70.2,33.2,15.0,6.1,4.1,10.7,46.3,69.1,40.0,29,8,12,3,10,3,40,87,23,0.784,0.8,0.769,-11,-38,-40,-21,0
2011,3.0,3.0,52,10,71,Florida State Seminoles,69.3,39.0,12.5,8.8,5.7,16.1,43.6,66.3,33.0,23,11,12,3,8,5,35,37,32,0.676,0.8,0.615,2670,11,72,VCU Rams,71.5,32.0,14.2,8.5,3.7,11.6,43.5,71.9,35.9,28,12,11,3,8,6,55,68,46,0.7,0.786,0.571,-1,-20,-31,-14,1
2011,3.0,4.0,2086,8,61,Butler Bulldogs,72.8,34.9,12.5,6.0,1.6,11.1,44.6,73.0,36.1,28,10,12,2,6,6,41,67,30,0.737,0.857,0.5,275,4,54,Wisconsin Badgers,68.2,32.1,13.2,3.5,3.2,7.4,44.5,82.4,37.1,25,9,16,0,5,6,8,10,13,0.735,1.0,0.455,4,33,57,17,0
2011,3.0,4.0,57,2,83,Florida Gators,71.5,37.5,13.7,5.9,3.5,12.4,46.2,66.7,35.6,29,8,14,3,8,2,11,29,12,0.784,0.824,0.8,252,3,74,BYU Cougars,81.6,38.7,14.5,7.9,4.2,11.0,45.2,75.9,36.2,32,5,13,1,10,1,13,65,10,0.865,0.929,0.909,-1,-2,-36,2,0
2011,4.0,1.0,96,4,76,Kentucky Wildcats,76.4,38.1,12.7,5.5,6.3,10.7,46.0,71.8,39.7,29,9,15,0,4,7,5,9,7,0.763,1.0,0.364,153,2,69,North Carolina Tar Heels,76.7,42.5,15.3,6.1,5.3,13.5,44.9,66.3,33.3,29,8,15,0,7,3,10,12,6,0.784,1.0,0.7,2,-5,-3,1,0
2011,4.0,2.0,12,5,63,Arizona Wildcats,76.5,34.6,14.1,5.0,2.6,12.9,47.1,74.7,39.9,30,8,17,0,7,4,19,55,16,0.789,1.0,0.636,41,3,65,UConn Huskies,73.4,39.6,13.1,6.6,5.6,11.7,43.3,75.5,33.2,32,9,13,4,5,5,25,1,3,0.78,0.765,0.5,2,-6,54,13,1
2011,4.0,3.0,2305,1,61,Kansas Jayhawks,82.4,38.6,17.9,7.9,4.1,13.5,51.4,68.1,38.7,35,3,17,1,9,1,2,47,2,0.921,0.944,0.9,2670,11,71,VCU Rams,71.5,32.0,14.2,8.5,3.7,11.6,43.5,71.9,35.9,28,12,11,3,8,6,55,68,46,0.7,0.786,0.571,-10,-53,-21,-44,1
2011,4.0,4.0,2086,8,74,Butler Bulldogs,72.8,34.9,12.5,6.0,1.6,11.1,44.6,73.0,36.1,28,10,12,2,6,6,41,67,30,0.737,0.857,0.5,57,2,71,Florida Gators,71.5,37.5,13.7,5.9,3.5,12.4,46.2,66.7,35.6,29,8,14,3,8,2,11,29,12,0.784,0.824,0.8,6,30,38,18,0
2011,5.0,1.0,96,4,55,Kentucky Wildcats,76.4,38.1,12.7,5.5,6.3,10.7,46.0,71.8,39.7,29,9,15,0,4,7,5,9,7,0.763,1.0,0.364,41,3,56,UConn Huskies,73.4,39.6,13.1,6.6,5.6,11.7,43.3,75.5,33.2,32,9,13,4,5,5,25,1,3,0.78,0.765,0.5,1,-20,8,4,1
2011,5.0,2.0,2670,11,62,VCU Rams,71.5,32.0,14.2,8.5,3.7,11.6,43.5,71.9,35.9,28,12,11,3,8,6,55,68,46,0.7,0.786,0.571,2086,8,70,Butler Bulldogs,72.8,34.9,12.5,6.0,1.6,11.1,44.6,73.0,36.1,28,10,12,2,6,6,41,67,30,0.737,0.857,0.5,3,14,1,16,1
2011,6.0,1.0,41,3,53,UConn Huskies,73.4,39.6,13.1,6.6,5.6,11.7,43.3,75.5,33.2,32,9,13,4,5,5,25,1,3,0.78,0.765,0.5,2086,8,41,Butler Bulldogs,72.8,34.9,12.5,6.0,1.6,11.1,44.6,73.0,36.1,28,10,12,2,6,6,41,67,30,0.737,0.857,0.5,-5,-16,-66,-27,0
2012,1.0,1.0,96,1,81,Kentucky Wildcats,77.1,39.2,13.3,6.3,8.8,11.5,48.7,72.3,38.0,38,2,18,0,8,1,2,19,1,0.95,1.0,0.889,98,16,66,Western Kentucky Hilltoppers,65.1,35.9,11.1,5.5,4.1,15.0,39.7,69.3,30.8,16,19,8,7,3,8,238,161,208,0.457,0.533,0.273,-15,-236,-142,-207,0
2012,1.0,1.0,150,2,70,Duke Blue Devils,77.5,36.6,12.5,6.2,4.0,12.2,45.8,70.2,37.6,27,7,13,3,8,2,11,16,10,0.794,0.812,0.8,2329,15,75,Lehigh Mountain Hawks,76.2,35.9,13.3,7.8,3.0,11.4,44.9,77.6,35.7,27,8,12,1,12,6,79,239,72,0.771,0.923,0.667,-13,-68,-223,-62,1
2012,1.0,1.0,239,3,68,Baylor Bears,74.9,36.5,15.0,7.6,4.8,13.9,47.0,75.1,38.1,30,8,14,3,8,3,17,8,7,0.789,0.824,0.727,2571,14,60,South Dakota State Jackrabbits,77.3,34.5,14.2,6.7,1.9,10.5,46.9,73.0,39.3,27,8,14,0,8,7,66,255,74,0.771,1.0,0.533,-11,-49,-247,-67,0
2012,1.0,1.0,84,4,79,Indiana Hoosiers,77.3,34.9,13.4,6.4,3.4,12.8,48.7,76.2,43.3,27,9,18,1,5,6,10,11,11,0.75,0.947,0.455,166,13,66,New Mexico State Aggies,78.5,40.3,14.0,6.8,4.2,14.7,47.2,66.7,32.7,26,10,14,3,7,5,67,208,92,0.722,0.824,0.583,-9,-57,-197,-81,0
2012,1.0,1.0,2724,5,59,Wichita State Shockers,77.7,38.0,14.8,6.3,3.9,12.2,48.5,75.1,37.3,27,6,15,1,10,1,13,113,23,0.818,0.938,0.909,2670,12,62,VCU Rams,68.4,33.7,12.2,10.7,3.7,11.4,41.0,68.9,33.7,29,7,13,1,10,3,45,127,32,0.806,0.929,0.769,-7,-32,-14,-9,1
2012,1.0,1.0,2439,6,64,UNLV Rebels,76.7,37.8,17.7,8.4,4.7,13.5,46.2,67.9,37.0,26,9,18,0,6,7,32,63,28,0.743,1.0,0.462,38,11,68,Colorado Buffaloes,67.6,35.7,11.7,5.9,3.3,12.7,44.5,69.4,34.3,24,12,14,2,4,7,89,103,67,0.667,0.875,0.364,-5,-57,-40,-39,1
2012,1.0,1.0,87,7,63,Notre Dame Fighting Irish,66.5,34.0,14.5,5.2,3.4,10.0,43.2,70.8,32.9,22,12,16,1,5,5,53,33,38,0.647,0.941,0.5,2752,10,67,Xavier Musketeers,71.3,36.7,13.6,6.1,3.8,12.9,45.6,69.1,35.5,23,13,13,3,5,7,49,48,46,0.639,0.812,0.417,-3,4,-15,-8,1
2012,1.0,1.0,66,8,77,Iowa State Cyclones,73.2,36.7,14.6,5.9,2.8,12.5,44.9,67.9,38.0,23,11,16,2,4,7,37,39,31,0.676,0.889,0.364,41,9,64,UConn Huskies,68.8,37.8,13.6,5.8,6.9,12.5,45.4,66.1,33.1,20,14,13,4,3,7,39,23,50,0.588,0.765,0.3,-1,-2,16,-19,0
2012,1.0,2.0,127,1,89,Michigan State Spartans,72.3,38.2,15.3,7.5,4.4,13.2,47.6,70.2,36.2,29,8,17,1,7,4,4,1,5,0.784,0.944,0.636,112358,16,67,Long Island University Sharks,81.9,38.6,14.8,6.1,3.3,16.2,47.5,73.1,36.8,25,9,15,0,8,8,155,283,99,0.735,1.0,0.5,-15,-151,-282,-94,0
2012,1.0,2.0,142,2,84,Missouri Tigers,80.3,32.2,16.2,8.2,2.8,10.3,50.4,76.6,39.5,30,5,16,1,7,3,8,53,8,0.857,0.941,0.7,2450,15,86,Norfolk State Spartans,69.0,36.4,12.0,6.9,4.7,15.3,44.3,65.3,31.1,26,10,10,4,10,4,210,246,103,0.722,0.714,0.714,-13,-202,-193,-95,1
2012,1.0,2.0,269,3,88,Marquette Golden Eagles,75.9,35.8,16.8,8.8,3.5,13.3,45.9,72.1,33.7,27,8,15,1,6,5,14,31,13,0.771,0.938,0.545,252,14,68,BYU Cougars,78.2,38.5,17.0,8.5,4.3,13.2,46.8,70.5,34.2,26,9,13,3,8,3,40,117,44,0.743,0.812,0.727,-11,-26,-86,-31,0
2012,1.0,2.0,97,4,69,Louisville Cardinals,68.8,38.2,13.8,9.1,4.9,14.7,42.5,68.6,31.1,30,10,16,4,6,5,19,5,9,0.75,0.8,0.545,2166,13,62,Davidson Wildcats,78.4,38.9,13.8,5.6,3.4,11.8,44.9,76.4,33.9,25,8,13,2,9,5,48,183,64,0.758,0.867,0.643,-9,-29,-178,-55,0
2012,1.0,2.0,167,5,75,New Mexico Lobos,73.2,38.0,16.4,6.9,3.3,13.3,46.3,70.7,38.5,28,7,14,2,7,3,16,121,34,0.8,0.875,0.7,299,12,68,Long Beach State Beach,74.0,35.6,14.0,7.2,2.7,12.9,46.9,67.1,36.0,25,9,12,0,8,7,42,95,40,0.735,1.0,0.533,-7,-26,26,-6,0
2012,1.0,2.0,93,6,58,Murray State Racers,74.2,33.3,13.0,8.4,4.2,14.0,47.7,73.0,40.6,31,2,13,1,13,0,56,288,15,0.939,0.929,1.0,36,11,41,Colorado State Rams,71.0,31.3,12.3,5.4,1.9,12.5,47.6,76.9,40.5,20,12,14,1,3,9,94,77,77,0.625,0.933,0.25,-5,-38,211,-62,0
2012,1.0,2.0,57,7,71,Florida Gators,76.3,35.2,15.0,6.5,3.3,10.9,46.1,71.2,39.0,26,11,14,2,4,7,9,27,19,0.703,0.875,0.364,258,10,45,Virginia Cavaliers,63.1,32.5,12.3,6.5,2.8,11.4,46.0,72.4,33.7,22,10,13,3,7,4,27,51,36,0.688,0.812,0.636,-3,-18,-24,-17,0
2012,1.0,2.0,235,8,54,Memphis Tigers,75.3,34.4,14.8,7.9,5.7,12.7,49.4,72.0,36.9,26,9,18,2,7,4,12,66,33,0.743,0.9,0.636,139,9,61,Saint Louis Billikens,69.2,32.8,13.8,7.0,3.0,11.2,45.2,71.6,36.2,26,8,15,1,6,5,20,73,26,0.765,0.938,0.545,-1,-8,-7,7,1
2012,1.0,3.0,183,1,72,Syracuse Orange,74.6,35.3,15.8,9.6,7.1,10.5,46.5,69.1,34.5,34,3,19,0,9,1,3,32,2,0.919,1.0,0.9,2427,16,65,UNC Asheville Bulldogs,81.2,34.7,16.6,8.5,2.7,13.5,48.4,76.2,35.3,24,10,15,2,8,5,87,224,101,0.706,0.882,0.615,-15,-84,-192,-99,0
