YEAR,ROUND,REGION,T1ID,T1SEED,T1SCORE,T1NAME,T1PTS,T1REB,T1AST,T1STL,T1BLK,T1TO,T1FG%,T1FT%,T13P%,T1W,T1L,T1HW,T1HL,T1AW,T1AL,T1BPI,T1SOS,T1SOR,T1REC,T1HREC,T1AREC,T2ID,T2SEED,T2SCORE,T2NAME,T2PTS,T2REB,T2AST,T2STL,T2BLK,T2TO,T2FG%,T2FT%,T23P%,T2W,T2L,T2HW,T2HL,T2AW,T2AL,T2BPI,T2SOS,T2SOR,T2REC,T2HREC,T2AREC,SEEDDIFF,BPIDIFF,SOSDIFF,SORDIFF,WINNER
2014,1.0,4.0,2724,1,64,Wichita State Shockers,75.5,38.6,13.5,7.0,5.1,10.4,45.9,73.0,34.8,35,1,17,0,12,0,14,154,6,0.972,1.0,1.0,13,16,37,Cal Poly Mustangs,63.2,32.3,11.7,5.8,2.8,9.0,41.0,69.3,33.9,14,20,6,6,3,12,208,112,222,0.412,0.5,0.2,-15,-194,42,-216,0
2014,1.0,4.0,130,2,57,Michigan Wolverines,75.0,31.9,14.4,5.2,2.5,9.4,48.1,75.7,39.8,28,9,13,2,7,4,9,1,7,0.757,0.867,0.636,2747,15,40,Wofford Terriers,67.7,33.3,12.9,6.3,1.7,10.7,45.1,66.3,37.1,20,13,9,4,8,8,176,225,169,0.606,0.692,0.5,-13,-167,-224,-162,0
2014,1.0,4.0,150,3,71,Duke Blue Devils,79.1,34.5,14.6,7.0,3.1,9.6,46.6,72.7,39.1,26,9,17,0,4,5,3,22,17,0.743,1.0,0.444,2382,14,78,Mercer Bears,79.3,38.0,16.4,6.0,4.2,11.9,47.5,73.2,38.4,27,9,17,1,9,7,70,218,79,0.75,0.944,0.562,-11,-67,-196,-62,1
2014,1.0,4.0,97,4,71,Louisville Cardinals,82.1,37.9,15.7,10.1,4.6,10.3,47.4,65.9,37.1,31,6,16,2,9,2,1,95,16,0.838,0.889,0.818,2363,13,64,Manhattan Jaspers,77.4,37.6,13.2,8.3,6.1,14.2,45.1,66.2,36.7,25,8,9,3,12,4,69,168,67,0.758,0.75,0.75,-9,-68,-73,-51,0
2014,1.0,4.0,139,5,83,Saint Louis Billikens,70.0,36.3,14.3,7.4,4.2,12.6,44.3,70.8,31.9,27,7,14,3,11,1,37,92,23,0.794,0.824,0.917,152,12,80,NC State Wolfpack,70.8,34.3,12.9,4.8,4.0,10.4,45.9,66.1,30.3,22,14,13,6,6,6,77,32,49,0.611,0.684,0.5,-7,-40,60,-26,0
2014,1.0,4.0,113,6,67,UMass Minutemen,76.1,38.6,15.2,6.8,5.5,13.5,46.0,68.2,34.7,24,9,11,2,7,4,47,72,35,0.727,0.846,0.636,2633,11,86,Tennessee Volunteers,71.3,38.8,12.6,5.2,4.8,10.7,44.7,71.0,33.6,24,13,14,3,4,7,15,34,38,0.649,0.824,0.364,-5,32,38,-3,1
2014,1.0,4.0,251,7,87,Texas Longhorns,74.1,41.8,12.8,5.8,6.0,12.4,43.1,66.4,32.4,24,11,16,2,5,6,54,21,24,0.686,0.889,0.455,9,10,85,Arizona State Sun Devils,75.0,35.6,14.2,5.2,5.7,11.5,45.0,69.4,38.6,21,12,16,1,4,7,34,65,56,0.636,0.941,0.364,-3,20,-44,-32,0
2014,1.0,4.0,96,8,56,Kentucky Wildcats,76.4,41.3,11.6,4.8,6.2,12.2,45.4,67.9,32.6,29,11,16,2,5,5,12,4,10,0.725,0.889,0.5,2306,9,49,Kansas State Wildcats,69.7,36.0,15.5,6.2,3.0,12.3,43.6,65.8,33.4,20,13,15,2,2,7,52,42,55,0.606,0.882,0.222,-1,-40,-38,-45,0
2014,2.0,1.0,57,1,61,Florida Gators,71.0,35.6,13.4,7.2,2.8,11.3,46.3,66.6,36.6,36,3,17,0,10,2,2,16,1,0.923,1.0,0.833,221,9,45,Pittsburgh Panthers,72.5,36.1,15.6,7.0,3.0,10.6,46.1,71.1,35.6,26,10,13,5,7,2,10,45,22,0.722,0.722,0.778,-8,-8,-29,-21,0
2014,2.0,1.0,2305,2,57,Kansas Jayhawks,79.6,38.1,15.1,5.8,5.7,13.2,49.5,71.1,34.5,25,10,14,1,5,6,7,2,14,0.714,0.933,0.455,24,10,60,Stanford Cardinal,73.5,34.8,11.8,5.1,4.2,11.2,46.4,70.3,37.1,23,13,12,4,6,5,61,19,36,0.639,0.75,0.545,-8,-54,-17,-22,1
2014,2.0,1.0,183,3,53,Syracuse Orange,68.2,35.3,11.9,8.0,4.9,8.9,43.7,70.3,33.5,28,6,16,2,8,2,16,47,9,0.824,0.889,0.8,2168,11,55,Dayton Flyers,73.4,35.3,13.1,5.8,2.6,12.0,46.6,68.1,37.8,26,11,13,4,6,4,49,76,42,0.703,0.765,0.6,-8,-33,-29,-33,1
2014,2.0,1.0,26,4,77,UCLA Bruins,81.8,35.6,17.2,9.4,2.9,10.5,49.0,74.9,39.1,28,9,16,2,5,5,20,58,19,0.757,0.889,0.5,2617,12,60,Stephen F. Austin Lumberjacks,76.5,33.8,16.6,7.6,3.1,11.2,46.4,70.8,34.8,32,3,15,0,14,2,87,331,39,0.914,1.0,0.875,-8,-67,-273,-20,0
2014,2.0,2.0,258,1,78,Virginia Cavaliers,65.8,35.5,13.2,5.4,3.9,10.3,45.3,66.4,36.3,30,7,15,2,7,4,5,12,5,0.811,0.882,0.636,235,8,60,Memphis Tigers,77.6,37.6,17.4,8.7,4.8,13.5,47.9,64.9,33.5,24,10,15,2,5,5,35,55,28,0.706,0.882,0.5,-7,-30,-43,-23,0
2014,2.0,2.0,222,2,65,Villanova Wildcats,78.5,37.1,15.6,6.9,4.0,11.8,45.9,71.3,36.1,29,5,15,1,10,2,6,39,4,0.853,0.938,0.833,41,7,77,UConn Huskies,71.9,35.4,12.6,7.0,6.2,11.7,44.8,76.1,38.7,32,8,15,3,6,4,25,27,8,0.8,0.833,0.6,-5,-19,12,-4,1
2014,2.0,2.0,66,3,85,Iowa State Cyclones,82.9,38.8,18.5,6.0,2.9,10.5,47.1,69.4,35.1,28,8,15,1,4,6,23,7,11,0.778,0.938,0.4,153,6,83,North Carolina Tar Heels,76.3,39.8,15.6,7.3,4.8,12.0,46.3,62.5,33.6,24,10,15,3,6,5,27,17,20,0.706,0.833,0.545,-3,-4,-10,-9,0
2014,2.0,2.0,127,4,80,Michigan State Spartans,76.2,37.0,17.1,6.9,4.8,11.5,47.4,69.0,39.8,29,9,12,4,7,3,11,5,12,0.763,0.75,0.7,108,12,73,Harvard Crimson,73.6,34.2,14.5,7.8,5.0,11.4,46.7,72.6,38.7,27,5,11,1,11,3,28,147,34,0.844,0.917,0.786,-8,-17,-142,-22,0
2014,2.0,3.0,12,1,84,Arizona Wildcats,73.1,38.9,15.1,5.9,4.2,10.4,46.8,65.5,35.6,33,5,18,0,8,3,4,24,2,0.868,1.0,0.727,2250,8,81,Gonzaga Bulldogs,76.9,35.7,14.7,6.7,4.0,11.3,49.8,71.0,39.4,29,7,15,0,7,4,24,98,21,0.806,1.0,0.636,-7,-20,-74,-19,0
2014,2.0,3.0,275,2,85,Wisconsin Badgers,73.5,33.2,12.1,5.0,3.5,8.1,45.8,74.4,37.3,30,8,14,3,8,3,8,3,3,0.789,0.824,0.727,2483,7,77,Oregon Ducks,81.8,34.3,14.4,7.9,3.4,11.7,46.8,76.6,39.2,24,10,15,3,5,5,29,62,30,0.706,0.833,0.5,-5,-21,-59,-27,0
2014,2.0,3.0,156,3,55,Creighton Bluejays,79.5,34.4,17.7,4.1,1.4,9.9,49.9,75.2,42.1,27,8,16,0,7,4,13,35,15,0.771,1.0,0.636,239,6,85,Baylor Bears,75.2,38.7,15.0,5.2,5.6,11.8,45.5,67.3,39.0,26,12,13,4,4,5,31,28,26,0.684,0.765,0.444,-3,-18,7,-11,1
2014,2.0,3.0,21,4,63,San Diego State Aztecs,70.6,37.8,10.2,7.9,5.2,9.9,43.7,65.3,35.8,31,5,15,1,9,2,21,87,13,0.861,0.938,0.818,2449,12,44,North Dakota State Bison,76.4,32.8,11.8,6.5,4.4,9.8,50.9,74.7,36.7,26,7,12,1,10,5,43,143,53,0.788,0.923,0.667,-8,-22,-56,-40,0
2014,2.0,4.0,2724,1,76,Wichita State Shockers,75.5,38.6,13.5,7.0,5.1,10.4,45.9,73.0,34.8,35,1,17,0,12,0,14,154,6,0.972,1.0,1.0,96,8,78,Kentucky Wildcats,76.4,41.3,11.6,4.8,6.2,12.2,45.4,67.9,32.6,29,11,16,2,5,5,12,4,10,0.725,0.889,0.5,-7,2,150,-4,1
2014,2.0,4.0,130,2,79,Michigan Wolverines,75.0,31.9,14.4,5.2,2.5,9.4,48.1,75.7,39.8,28,9,13,2,7,4,9,1,7,0.757,0.867,0.636,251,7,65,Texas Longhorns,74.1,41.8,12.8,5.8,6.0,12.4,43.1,66.4,32.4,24,11,16,2,5,6,54,21,24,0.686,0.889,0.455,-5,-45,-20,-17,0
2014,2.0,4.0,2382,14,63,Mercer Bears,79.3,38.0,16.4,6.0,4.2,11.9,47.5,73.2,38.4,27,9,17,1,9,7,70,218,79,0.75,0.944,0.562,2633,11,83,Tennessee Volunteers,71.3,38.8,12.6,5.2,4.8,10.7,44.7,71.0,33.6,24,13,14,3,4,7,15,34,38,0.649,0.824,0.364,3,55,184,41,1
2014,2.0,4.0,97,4,66,Louisville Cardinals,82.1,37.9,15.7,10.1,4.6,10.3,47.4,65.9,37.1,31,6,16,2,9,2,1,95,16,0.838,0.889,0.818,139,5,51,Saint Louis Billikens,70.0,36.3,14.3,7.4,4.2,12.6,44.3,70.8,31.9,27,7,14,3,11,1,37,92,23,0.794,0.824,0.917,-1,-36,3,-7,0
2014,3.0,1.0,57,1,79,Florida Gators,71.0,35.6,13.4,7.2,2.8,11.3,46.3,66.6,36.6,36,3,17,0,10,2,2,16,1,0.923,1.0,0.833,26,4,68,UCLA Bruins,81.8,35.6,17.2,9.4,2.9,10.5,49.0,74.9,39.1,28,9,16,2,5,5,20,58,19,0.757,0.889,0.5,-3,-18,-42,-18,0
2014,3.0,1.0,24,10,72,Stanford Cardinal,73.5,34.8,11.8,5.1,4.2,11.2,46.4,70.3,37.1,23,13,12,4,6,5,61,19,36,0.639,0.75,0.545,2168,11,82,Dayton Flyers,73.4,35.3,13.1,5.8,2.6,12.0,46.6,68.1,37.8,26,11,13,4,6,4,49,76,42,0.703,0.765,0.6,-1,12,-57,-6,1
2014,3.0,2.0,258,1,59,Virginia Cavaliers,65.8,35.5,13.2,5.4,3.9,10.3,45.3,66.4,36.3,30,7,15,2,7,4,5,12,5,0.811,0.882,0.636,127,4,61,Michigan State Spartans,76.2,37.0,17.1,6.9,4.8,11.5,47.4,69.0,39.8,29,9,12,4,7,3,11,5,12,0.763,0.75,0.7,-3,-6,7,-7,1
2014,3.0,2.0,41,7,81,UConn Huskies,71.9,35.4,12.6,7.0,6.2,11.7,44.8,76.1,38.7,32,8,15,3,6,4,25,27,8,0.8,0.833,0.6,66,3,76,Iowa State Cyclones,82.9,38.8,18.5,6.0,2.9,10.5,47.1,69.4,35.1,28,8,15,1,4,6,23,7,11,0.778,0.938,0.4,4,2,20,-3,0
2014,3.0,3.0,12,1,70,Arizona Wildcats,73.1,38.9,15.1,5.9,4.2,10.4,46.8,65.5,35.6,33,5,18,0,8,3,4,24,2,0.868,1.0,0.727,21,4,64,San Diego State Aztecs,70.6,37.8,10.2,7.9,5.2,9.9,43.7,65.3,35.8,31,5,15,1,9,2,21,87,13,0.861,0.938,0.818,-3,-17,-63,-11,0
2014,3.0,3.0,275,2,69,Wisconsin Badgers,73.5,33.2,12.1,5.0,3.5,8.1,45.8,74.4,37.3,30,8,14,3,8,3,8,3,3,0.789,0.824,0.727,239,6,52,Baylor Bears,75.2,38.7,15.0,5.2,5.6,11.8,45.5,67.3,39.0,26,12,13,4,4,5,31,28,26,0.684,0.765,0.444,-4,-23,-25,-23,0
2014,3.0,4.0,96,8,74,Kentucky Wildcats,76.4,41.3,11.6,4.8,6.2,12.2,45.4,67.9,32.6,29,11,16,2,5,5,12,4,10,0.725,0.889,0.5,97,4,69,Louisville Cardinals,82.1,37.9,15.7,10.1,4.6,10.3,47.4,65.9,37.1,31,6,16,2,9,2,1,95,16,0.838,0.889,0.818,4,11,-91,-6,0
2014,3.0,4.0,130,2,73,Michigan Wolverines,75.0,31.9,14.4,5.2,2.5,9.4,48.1,75.7,39.8,28,9,13,2,7,4,9,1,7,0.757,0.867,0.636,2633,11,71,Tennessee Volunteers,71.3,38.8,12.6,5.2,4.8,10.7,44.7,71.0,33.6,24,13,14,3,4,7,15,34,38,0.649,0.824,0.364,-9,-6,-33,-31,0
2014,4.0,1.0,57,1,62,Florida Gators,71.0,35.6,13.4,7.2,2.8,11.3,46.3,66.6,36.6,36,3,17,0,10,2,2,16,1,0.923,1.0,0.833,2168,11,52,Dayton Flyers,73.4,35.3,13.1,5.8,2.6,12.0,46.6,68.1,37.8,26,11,13,4,6,4,49,76,42,0.703,0.765,0.6,-10,-47,-60,-41,0
2014,4.0,2.0,127,4,54,Michigan State Spartans,76.2,37.0,17.1,6.9,4.8,11.5,47.4,69.0,39.8,29,9,12,4,7,3,11,5,12,0.763,0.75,0.7,41,7,60,UConn Huskies,71.9,35.4,12.6,7.0,6.2,11.7,44.8,76.1,38.7,32,8,15,3,6,4,25,27,8,0.8,0.833,0.6,-3,-14,-22,4,1
2014,4.0,3.0,12,1,63,Arizona Wildcats,73.1,38.9,15.1,5.9,4.2,10.4,46.8,65.5,35.6,33,5,18,0,8,3,4,24,2,0.868,1.0,0.727,275,2,64,Wisconsin Badgers,73.5,33.2,12.1,5.0,3.5,8.1,45.8,74.4,37.3,30,8,14,3,8,3,8,3,3,0.789,0.824,0.727,-1,-4,21,-1,1
2014,4.0,4.0,96,8,75,Kentucky Wildcats,76.4,41.3,11.6,4.8,6.2,12.2,45.4,67.9,32.6,29,11,16,2,5,5,12,4,10,0.725,0.889,0.5,130,2,72,Michigan Wolverines,75.0,31.9,14.4,5.2,2.5,9.4,48.1,75.7,39.8,28,9,13,2,7,4,9,1,7,0.757,0.867,0.636,6,3,3,3,0
2014,5.0,1.0,57,1,53,Florida Gators,71.0,35.6,13.4,7.2,2.8,11.3,46.3,66.6,36.6,36,3,17,0,10,2,2,16,1,0.923,1.0,0.833,41,7,63,UConn Huskies,71.9,35.4,12.6,7.0,6.2,11.7,44.8,76.1,38.7,32,8,15,3,6,4,25,27,8,0.8,0.833,0.6,-6,-23,-11,-7,1
2014,5.0,2.0,275,2,73,Wisconsin Badgers,73.5,33.2,12.1,5.0,3.5,8.1,45.8,74.4,37.3,30,8,14,3,8,3,8,3,3,0.789,0.824,0.727,96,8,74,Kentucky Wildcats,76.4,41.3,11.6,4.8,6.2,12.2,45.4,67.9,32.6,29,11,16,2,5,5,12,4,10,0.725,0.889,0.5,-6,-4,-1,-7,1
2014,6.0,1.0,41,7,60,UConn Huskies,71.9,35.4,12.6,7.0,6.2,11.7,44.8,76.1,38.7,32,8,15,3,6,4,25,27,8,0.8,0.833,0.6,96,8,54,Kentucky Wildcats,76.4,41.3,11.6,4.8,6.2,12.2,45.4,67.9,32.6,29,11,16,2,5,5,12,4,10,0.725,0.889,0.5,-1,13,23,-2,0
2015,1.0,1.0,96,1,79,Kentucky Wildcats,74.9,38.2,14.7,6.6,6.9,10.6,46.9,72.2,35.0,38,1,19,0,10,0,1,40,1,0.974,1.0,1.0,2261,16,56,Hampton Pirates,67.2,37.1,10.6,6.7,4.1,14.2,40.8,65.2,30.4,17,18,6,5,5,12,243,246,258,0.486,0.545,0.294,-15,-242,-206,-257,0
2015,1.0,1.0,2305,2,75,Kansas Jayhawks,71.2,37.9,13.3,6.5,5.0,12.8,44.0,72.0,37.5,27,9,15,0,5,6,13,2,7,0.75,1.0,0.455,166,15,56,New Mexico State Aggies,68.5,35.5,12.1,6.3,3.7,13.9,46.6,69.4,36.8,23,11,15,2,6,8,98,216,119,0.676,0.882,0.429,-13,-85,-214,-112,0
2015,1.0,1.0,87,3,69,Notre Dame Fighting Irish,78.8,32.8,15.1,6.9,3.6,9.4,51.0,74.0,39.2,32,6,17,2,7,2,11,20,5,0.842,0.895,0.778,111,14,65,Northeastern Huskies,68.6,33.1,14.3,5.3,3.8,13.7,48.6,72.5,38.8,23,12,9,3,8,7,123,146,95,0.657,0.75,0.533,-11,-112,-126,-90,0
2015,1.0,1.0,120,4,65,Maryland Terrapins,69.5,35.1,10.9,4.8,4.2,12.0,43.8,75.7,37.2,28,7,18,1,6,4,26,28,10,0.8,0.947,0.6,2674,13,62,Valparaiso Beacons,69.8,37.7,13.1,6.0,4.8,12.5,45.9,67.8,37.8,28,6,14,1,8,4,80,287,53,0.824,0.933,0.667,-9,-54,-259,-43,0
2015,1.0,1.0,277,5,68,West Virginia Mountaineers,73.9,36.8,14.5,10.9,2.8,13.1,41.2,66.0,31.8,25,10,12,3,5,5,24,15,16,0.714,0.8,0.5,2084,12,62,Buffalo Bulls,75.0,38.4,13.2,7.6,4.0,11.3,43.5,72.2,34.0,23,10,11,2,9,7,60,111,64,0.697,0.846,0.562,-7,-36,-96,-48,0
2015,1.0,1.0,2086,6,56,Butler Bulldogs,69.6,36.7,11.5,6.4,2.9,11.4,43.9,68.0,35.8,23,11,13,3,7,4,19,25,23,0.676,0.812,0.636,251,11,48,Texas Longhorns,67.9,39.7,13.2,3.8,7.9,12.7,43.6,72.5,33.9,20,14,13,5,4,7,20,16,39,0.588,0.722,0.364,-5,-1,9,-16,0
2015,1.0,1.0,2724,7,81,Wichita State Shockers,69.7,35.6,13.9,7.0,3.8,9.4,44.6,68.8,36.2,30,5,15,0,10,2,17,98,17,0.857,1.0,0.833,84,10,76,Indiana Hoosiers,77.5,36.0,14.0,5.1,3.2,11.5,46.6,71.5,40.3,20,14,15,4,3,6,37,33,41,0.588,0.789,0.333,-3,-20,65,-24,0
2015,1.0,1.0,2132,8,66,Cincinnati Bearcats,62.4,34.2,11.9,6.6,5.4,12.8,45.3,67.4,33.3,23,11,15,3,6,5,45,80,46,0.676,0.833,0.545,2509,9,65,Purdue Boilermakers,70.0,36.3,14.9,5.5,5.3,13.1,45.3,68.5,33.5,21,13,14,3,4,6,34,30,38,0.618,0.824,0.4,-1,11,50,8,0
2015,1.0,2.0,275,1,86,Wisconsin Badgers,71.9,33.7,12.7,4.5,3.5,7.4,48.0,76.3,35.7,36,4,15,1,10,2,3,10,2,0.9,0.938,0.833,324,16,72,Coastal Carolina Chanticleers,71.7,39.8,11.4,7.0,3.3,11.9,43.9,68.8,35.6,24,10,12,2,8,7,124,318,126,0.706,0.857,0.533,-15,-121,-308,-124,0
2015,1.0,2.0,12,2,93,Arizona Wildcats,76.4,37.2,14.2,7.2,3.6,11.2,48.9,69.9,36.0,34,4,17,0,8,3,5,76,9,0.895,1.0,0.727,2640,15,72,Texas Southern Tigers,68.2,34.5,10.9,6.1,3.1,13.1,44.4,66.2,32.0,22,13,9,1,10,11,227,107,107,0.629,0.9,0.476,-13,-222,-31,-98,0
2015,1.0,2.0,239,3,56,Baylor Bears,69.5,39.2,14.6,7.9,4.0,12.5,43.4,67.0,37.7,24,10,16,2,6,5,18,13,19,0.706,0.889,0.545,2247,14,57,Georgia State Panthers,72.0,32.8,13.6,9.1,4.2,10.7,48.0,72.7,33.1,25,10,12,1,8,8,57,156,76,0.714,0.923,0.5,-11,-39,-143,-57,1
2015,1.0,2.0,153,4,67,North Carolina Tar Heels,77.9,41.0,17.7,6.7,4.4,12.7,47.5,70.0,34.5,26,12,10,5,7,4,7,1,12,0.684,0.667,0.636,108,13,65,Harvard Crimson,64.2,34.4,12.9,7.0,4.6,11.8,43.5,71.3,35.3,22,8,12,2,9,4,73,127,57,0.733,0.857,0.692,-9,-66,-126,-45,0
2015,1.0,2.0,8,5,56,Arkansas Razorbacks,78.0,35.8,16.1,7.8,4.8,11.7,44.7,72.4,35.0,27,9,17,2,7,5,33,59,20,0.75,0.895,0.583,2747,12,53,Wofford Terriers,67.0,32.4,13.4,6.6,2.5,10.9,45.8,68.9,37.6,28,7,13,1,10,5,101,192,48,0.8,0.929,0.667,-7,-68,-133,-28,0
2015,1.0,2.0,2752,6,76,Xavier Musketeers,73.6,34.8,16.4,6.1,2.9,12.1,47.3,72.5,34.9,23,14,13,3,5,7,40,18,34,0.622,0.812,0.417,145,11,57,Ole Miss Rebels,72.6,37.6,12.8,6.6,3.7,11.3,42.6,77.8,33.8,21,13,9,7,8,4,48,63,56,0.618,0.562,0.667,-5,-8,-45,-22,0
2015,1.0,2.0,2670,7,72,VCU Rams,72.5,35.4,12.6,9.7,4.3,10.6,42.0,65.6,34.2,26,10,12,4,8,4,22,54,24,0.722,0.75,0.667,194,10,75,Ohio State Buckeyes,75.8,35.8,15.4,7.8,5.1,11.3,48.6,67.8,37.2,24,11,18,2,4,6,9,34,22,0.686,0.9,0.4,-3,13,20,2,1
2015,1.0,2.0,2483,8,79,Oregon Ducks,75.6,36.4,14.2,5.7,4.3,11.8,46.1,76.0,36.0,26,10,17,2,5,4,116,61,29,0.722,0.895,0.556,197,9,73,Oklahoma State Cowboys,67.3,32.5,11.5,7.9,5.0,12.3,43.9,72.6,35.0,18,14,12,4,3,8,39,24,45,0.562,0.75,0.273,-1,77,37,-16,0
2015,1.0,3.0,222,1,93,Villanova Wildcats,76.3,34.4,15.9,7.8,4.0,10.9,47.0,72.7,38.9,33,3,16,0,9,2,6,55,6,0.917,1.0,0.818,322,16,52,Lafayette Leopards,74.2,31.0,15.6,5.6,2.6,11.0,48.8,76.6,41.3,20,13,11,5,9,7,171,204,148,0.606,0.688,0.562,-15,-165,-149,-142,0
2015,1.0,3.0,258,2,79,Virginia Cavaliers,65.3,36.2,12.9,5.6,4.3,9.5,46.3,72.3,36.1,30,4,15,1,11,1,4,27,4,0.882,0.938,0.917,2057,15,67,Belmont Bruins,74.5,33.3,15.4,6.4,2.0,13.7,47.6,69.1,38.2,22,11,12,2,7,8,133,160,98,0.667,0.857,0.467,-13,-129,-133,-94,0
2015,1.0,3.0,201,3,69,Oklahoma Sooners,71.9,38.1,12.5,6.9,5.0,12.1,43.6,73.5,34.3,24,11,14,1,5,6,14,7,18,0.686,0.933,0.455,399,14,60,Albany Great Danes,65.5,33.6,10.4,5.7,1.6,11.7,44.0,76.1,36.0,24,9,12,3,12,5,125,247,92,0.727,0.8,0.706,-11,-111,-240,-74,0
2015,1.0,3.0,97,4,57,Louisville Cardinals,69.2,38.2,11.7,8.3,5.5,11.8,42.9,66.0,30.4,27,9,15,4,7,3,12,5,11,0.75,0.789,0.7,300,13,55,UC Irvine Anteaters,67.9,35.4,14.2,5.7,5.0,11.6,46.1,68.3,39.0,21,13,10,3,6,9,84,164,129,0.618,0.769,0.4,-9,-72,-159,-118,0
2015,1.0,3.0,2460,5,71,Northern Iowa Panthers,65.4,30.8,11.9,5.9,2.5,10.5,48.3,72.6,39.7,31,4,15,0,9,3,23,104,15,0.886,1.0,0.75,2751,12,54,Wyoming Cowboys,61.7,30.1,14.3,5.6,2.9,11.2,46.2,70.7,32.3,25,10,17,2,5,7,119,186,84,0.714,0.895,0.417,-7,-96,-82,-69,0
2015,1.0,3.0,2507,6,53,Providence Friars,70.2,36.0,14.1,7.2,4.7,11.8,44.2,71.0,31.0,22,12,13,4,5,6,28,19,28,0.647,0.765,0.455,2168,11,66,Dayton Flyers,68.2,31.5,13.8,7.0,2.5,11.5,46.3,68.2,35.2,27,9,16,0,5,6,41,77,32,0.75,1.0,0.455,-5,-13,-58,-4,1
2015,1.0,3.0,127,7,70,Michigan State Spartans,71.9,37.7,17.1,5.3,4.6,11.6,47.1,63.3,38.6,27,12,12,4,7,4,16,3,13,0.692,0.75,0.636,61,10,63,Georgia Bulldogs,68.3,38.0,12.6,5.6,4.7,12.8,43.5,68.9,34.4,21,12,12,4,8,4,46,44,40,0.636,0.75,0.667,-3,-30,-41,-27,0
2015,1.0,3.0,152,8,66,NC State Wolfpack,70.4,37.8,11.6,4.0,5.3,10.5,43.7,68.3,36.1,22,14,14,6,5,5,27,8,30,0.611,0.7,0.5,99,9,65,LSU Tigers,73.7,39.2,15.7,7.3,6.2,14.6,45.6,68.9,33.9,22,11,13,4,8,3,55,67,43,0.667,0.765,0.727,-1,-28,-59,-13,0
2015,1.0,4.0,150,1,85,Duke Blue Devils,80.6,37.3,15.5,7.2,3.8,11.2,50.2,69.1,38.6,35,4,15,1,9,2,2,4,3,0.897,0.938,0.818,2523,16,56,Robert Morris Colonials,69.0,33.4,12.2,8.5,2.9,13.8,44.6,71.4,38.0,20,15,10,6,8,8,175,207,180,0.571,0.625,0.5,-15,-173,-203,-177,0
2015,1.0,4.0,2250,2,86,Gonzaga Bulldogs,79.1,37.9,16.5,6.2,3.4,10.6,52.4,69.1,40.8,35,3,16,1,10,1,8,96,8,0.921,0.941,0.909,2449,15,76,North Dakota State Bison,64.5,33.6,9.7,4.8,3.8,9.8,43.0,69.3,38.0,23,10,14,0,5,8,188,236,105,0.697,1.0,0.385,-13,-180,-140,-97,0
2015,1.0,4.0,66,3,59,Iowa State Cyclones,78.4,35.9,16.2,6.3,3.8,11.0,48.0,69.6,36.6,25,9,15,1,5,5,15,9,14,0.735,0.938,0.5,5,14,60,UAB Blazers,68.9,36.6,14.4,6.6,5.2,13.6,43.0,74.1,33.2,20,16,13,4,3,8,154,131,151,0.556,0.765,0.273,-11,-139,-122,-137,1
2015,1.0,4.0,46,4,84,Georgetown Hoyas,70.7,35.1,13.2,7.7,4.9,12.6,45.5,70.2,34.7,22,11,13,3,5,4,29,17,21,0.667,0.812,0.556,331,13,74,Eastern Washington Eagles,80.8,34.0,13.2,6.4,4.9,10.8,48.0,72.3,40.3,26,9,13,2,10,6,120,273,93,0.743,0.867,0.625,-9,-91,-256,-72,0
2015,1.0,4.0,254,5,57,Utah Utes,72.1,34.9,14.3,5.9,5.0,11.4,48.5,69.9,40.4,26,9,16,1,6,5,10,74,33,0.743,0.941,0.545,2617,12,50,Stephen F. Austin Lumberjacks,79.5,34.8,17.8,7.6,3.6,14.1,49.1,73.4,38.6,29,5,15,1,10,3,44,235,37,0.853,0.938,0.769,-7,-34,-161,-4,0
2015,1.0,4.0,2567,6,59,SMU Mustangs,69.4,36.7,15.5,6.8,4.3,12.6,47.9,70.5,35.9,27,7,16,2,8,4,35,91,26,0.794,0.889,0.667,26,11,60,UCLA Bruins,72.0,38.0,13.9,6.8,3.7,11.9,44.1,67.6,36.3,22,14,16,1,2,8,91,53,51,0.611,0.941,0.2,-5,-56,38,-25,1
2015,1.0,4.0,2294,7,83,Iowa Hawkeyes,69.4,37.7,14.4,6.6,4.7,11.3,42.7,74.5,33.2,22,12,14,4,7,3,21,11,25,0.647,0.778,0.7,2166,10,52,Davidson Wildcats,79.9,35.9,17.2,5.5,2.9,9.6,47.1,71.1,39.7,24,8,14,1,9,4,30,70,27,0.75,0.933,0.692,-3,-9,-59,-2,0
2015,1.0,4.0,21,8,76,San Diego State Aztecs,61.8,35.2,10.6,6.9,5.0,11.4,41.9,62.9,32.0,27,9,16,1,6,5,56,79,31,0.75,0.941,0.545,2599,9,64,St. John's Red Storm,71.2,35.4,12.6,7.5,6.5,10.7,44.1,69.2,35.3,21,12,15,3,4,6,42,39,36,0.636,0.833,0.4,-1,14,40,-5,0
2015,2.0,1.0,96,1,64,Kentucky Wildcats,74.9,38.2,14.7,6.6,6.9,10.6,46.9,72.2,35.0,38,1,19,0,10,0,1,40,1,0.974,1.0,1.0,2132,8,51,Cincinnati Bearcats,62.4,34.2,11.9,6.6,5.4,12.8,45.3,67.4,33.3,23,11,15,3,6,5,45,80,46,0.676,0.833,0.545,-7,-44,-40,-45,0
